MCK-001-orders.svg	accent	36
MCK-001-orders.svg	accent	40
MCK-001-orders.svg	btn-ghost	28
MCK-003-invoice.svg	accent	32
MCK-003-invoice.svg	btn-ghost	32
MCK-004-ap.svg	accent	36
MCK-004-ap.svg	accent	44
MCK-004-ap.svg	btn-ghost	36
MCK-005-payment-new.svg	accent	40
MCK-006-payment-detail.svg	accent	40
MCK-007-fx.svg	accent	36
MCK-007-fx.svg	btn-ghost	32
MCK-AUX-01-states.svg	accent	32
MCK-AUX-01-states.svg	btn-ghost	32
